rider_id,gps_accuracy_meters,accelerometer_variance,gyroscope_variance,wifi_ssid_count,is_spoof
9856,16.8,2.173,2.499,11,0
9857,19.5,0.575,1.359,3,0
9858,5.2,0.807,2.367,9,0
9859,5.8,0.737,1.43,11,0
9860,2.3,0.745,2.042,7,0
9861,174.6,0.056,0.072,2,1
9862,219.2,0.024,0.074,1,1
9863,5.2,0.787,1.342,7,0
9864,16.2,2.838,1.861,12,0
9865,7.4,2.636,1.379,11,0
9866,4.4,2.929,2.2,7,0
9867,9.6,0.606,2.488,5,0
9868,3.6,2.629,0.911,8,0
9869,6.7,2.509,1.396,8,0
9870,61.7,0.052,0.067,2,1
9871,17.3,1.82,0.696,13,0
9872,16.3,2.47,2.351,6,0
9873,10.0,0.628,1.542,12,0
9874,227.1,0.02,0.029,2,1
9875,12.2,0.796,1.81,12,0
9876,8.1,2.787,1.576,3,0
9877,15.1,0.653,1.006,8,0
9878,14.3,0.75,0.876,4,0
9879,13.1,2.826,1.64,7,0
9880,13.1,0.768,0.795,5,0
9881,14.3,2.674,0.692,8,0
9882,8.9,2.473,1.069,11,0
9883,17.6,0.601,2.209,14,0
9884,76.1,0.042,0.04,1,1
9885,17.9,1.836,2.15,11,0
9886,8.2,2.993,1.704,7,0
9887,4.3,2.697,0.485,4,0
9888,12.8,1.275,1.664,12,0
9889,8.8,1.466,1.295,14,0
9890,16.7,1.47,2.166,12,0
9891,245.1,0.042,0.01,2,1
9892,269.2,0.058,0.042,1,1
9893,7.5,0.869,2.047,14,0
9894,5.8,2.368,1.051,11,0
9895,9.0,1.645,1.021,5,0
9896,12.9,0.692,0.805,11,0
9897,13.8,2.475,1.825,8,0
9898,12.4,1.963,0.95,3,0
9899,128.9,0.068,0.031,1,1
9900,14.4,2.183,2.105,13,0
9901,269.5,0.032,0.018,2,1
9902,4.1,2.121,2.196,7,0
9903,3.1,2.669,0.738,8,0
9904,7.6,2.034,1.632,7,0
9905,4.5,2.149,2.321,10,0
9906,11.5,2.035,0.488,8,0
9907,11.3,1.828,2.069,4,0
9908,12.4,0.93,0.917,7,0
9909,170.7,0.013,0.069,1,1
9910,19.5,2.233,1.907,9,0
9911,17.8,1.564,2.344,4,0
9912,192.9,0.013,0.057,2,1
9913,8.1,2.398,2.181,14,0
9914,6.6,0.514,0.495,7,0
9915,5.2,2.197,1.283,10,0
9916,11.8,1.723,1.323,11,0
9917,152.7,0.071,0.08,2,1
9918,6.1,1.351,1.411,14,0
9919,14.8,0.932,2.433,6,0
9920,15.2,1.336,0.565,14,0
9921,2.4,1.479,0.957,11,0
9922,9.1,1.594,2.434,11,0
9923,169.1,0.044,0.045,1,1
9924,11.4,1.634,1.599,4,0
9925,8.3,2.491,0.57,13,0
9926,6.6,2.099,0.997,14,0
9927,6.4,0.974,0.483,14,0
9928,3.8,1.193,0.689,9,0
9929,277.1,0.027,0.033,1,1
9930,3.6,2.864,2.004,5,0
9931,7.3,2.716,2.227,4,0
9932,2.8,0.712,0.928,12,0
9933,16.1,1.935,1.099,13,0
9934,2.7,2.901,1.596,14,0
9935,7.5,2.368,0.576,10,0
9936,12.3,1.73,2.094,9,0
9937,286.8,0.012,0.028,1,1
9938,7.1,1.198,2.428,13,0
9939,7.0,2.341,0.646,7,0
9940,16.4,2.451,0.68,9,0
9941,19.5,1.822,1.132,3,0
9942,161.5,0.047,0.04,1,1
9943,178.6,0.02,0.032,2,1
9944,2.7,2.612,2.388,13,0
9945,79.0,0.039,0.079,1,1
9946,11.9,0.642,0.909,3,0
9947,131.4,0.046,0.023,2,1
9948,14.6,1.21,1.469,6,0
9949,18.3,1.208,1.349,3,0
9950,17.9,0.718,1.926,8,0
9951,178.3,0.026,0.011,2,1
9952,10.6,2.575,1.603,13,0
9953,7.5,0.785,1.641,7,0
9954,11.1,2.691,2.169,11,0
9955,11.0,2.207,1.234,12,0
9956,13.0,1.314,0.426,4,0
9957,100.6,0.024,0.019,2,1
9958,13.8,1.995,0.474,4,0
9959,194.1,0.011,0.072,2,1
9960,13.2,1.673,1.151,8,0
9961,6.3,1.752,0.607,8,0
9962,9.8,1.228,1.986,8,0
9963,5.8,1.469,1.561,8,0
9964,17.8,1.919,0.874,3,0
9965,10.8,2.868,1.994,3,0
9966,6.0,2.0,1.803,14,0
9967,2.7,0.868,0.802,5,0
9968,14.2,0.517,2.464,4,0
9969,5.9,2.627,0.773,9,0
9970,19.8,1.411,2.021,8,0
9971,11.6,1.287,2.433,7,0
9972,7.2,2.502,1.924,10,0
9973,13.8,2.863,1.798,4,0
9974,7.0,2.37,2.297,13,0
9975,16.8,0.935,0.965,14,0
9976,7.5,1.478,0.982,9,0
9977,19.8,2.398,1.746,12,0
9978,12.9,2.767,2.252,6,0
9979,17.2,2.997,1.696,13,0
9980,3.3,1.779,2.452,14,0
9981,8.3,2.556,0.868,5,0
9982,15.3,0.617,2.134,3,0
9983,13.8,1.215,2.347,12,0
9984,5.5,1.429,1.297,4,0
9985,8.4,2.939,2.42,9,0
9986,6.7,0.508,0.825,5,0
9987,221.3,0.051,0.059,1,1
9988,212.5,0.024,0.065,1,1
9989,7.6,1.267,0.539,13,0
9990,5.7,1.063,1.495,5,0
9991,9.4,2.325,1.511,9,0
9992,5.5,2.363,0.52,14,0
9993,19.3,1.68,0.483,6,0
9994,4.8,2.867,0.411,10,0
9995,18.4,1.007,1.501,12,0
9996,9.7,2.784,1.374,10,0
9997,160.6,0.071,0.032,2,1
9998,6.2,1.421,1.119,14,0
9999,242.3,0.052,0.054,1,1
10000,129.9,0.049,0.06,1,1
10001,10.4,0.827,1.793,3,0
10002,3.0,2.825,2.318,14,0
10003,18.5,0.737,1.145,11,0
10004,19.6,0.51,1.06,7,0
10005,9.8,1.473,1.715,12,0
10006,13.0,0.76,1.09,6,0
10007,10.1,2.658,1.245,6,0
10008,7.8,2.807,0.974,13,0
10009,3.4,1.706,1.124,14,0
10010,10.2,1.564,1.827,14,0
10011,16.7,1.848,2.337,11,0
10012,2.3,1.065,1.625,3,0
10013,12.5,1.245,0.421,6,0
10014,17.9,0.752,0.954,8,0
10015,5.9,1.616,2.4,10,0
10016,5.3,2.029,2.312,4,0
10017,167.3,0.045,0.033,1,1
10018,6.6,2.348,2.308,11,0
10019,5.5,2.308,2.426,10,0
10020,8.8,1.27,1.082,7,0
10021,117.5,0.025,0.061,1,1
10022,17.7,2.867,1.576,13,0
10023,13.1,2.831,1.108,3,0
10024,9.3,0.597,0.722,8,0
10025,11.6,2.011,1.171,3,0
10026,19.2,2.108,2.348,13,0
10027,4.0,1.238,2.104,6,0
10028,200.9,0.078,0.054,1,1
10029,19.3,1.228,1.55,14,0
10030,19.2,1.042,1.253,7,0
10031,5.2,1.71,1.379,9,0
10032,4.6,1.308,1.999,11,0
10033,160.2,0.078,0.031,1,1
10034,2.9,1.6,0.78,7,0
10035,13.8,1.525,0.965,8,0
10036,3.4,2.065,1.592,3,0
10037,104.3,0.032,0.014,2,1
10038,10.7,2.392,1.467,14,0
10039,19.2,2.421,1.702,7,0
10040,9.7,1.685,2.058,12,0
10041,8.4,2.889,1.545,6,0
10042,127.0,0.064,0.027,2,1
10043,11.6,2.238,0.895,6,0
10044,8.8,2.811,2.331,7,0
10045,8.9,2.166,0.92,11,0
10046,5.5,1.58,1.516,3,0
10047,11.2,0.562,1.357,8,0
10048,119.9,0.018,0.053,2,1
10049,6.9,2.912,2.422,11,0
10050,277.7,0.065,0.052,2,1
10051,7.6,1.349,1.817,7,0
10052,11.2,1.798,2.089,4,0
10053,3.0,2.321,0.814,3,0
10054,4.8,0.502,2.444,7,0
10055,180.5,0.03,0.046,1,1
10056,213.2,0.03,0.028,2,1
10057,3.1,1.853,1.794,8,0
10058,14.5,0.806,1.764,11,0
10059,3.1,2.18,1.126,13,0
10060,283.7,0.046,0.041,2,1
10061,95.6,0.037,0.02,2,1
10062,13.7,0.734,1.567,6,0
10063,15.2,1.973,0.467,14,0
10064,3.6,1.295,1.044,9,0
10065,15.1,2.577,0.602,4,0
10066,4.5,2.5,2.314,10,0
10067,8.1,2.996,1.719,8,0
10068,19.0,1.144,1.804,6,0
10069,11.1,0.655,2.187,5,0
10070,284.2,0.018,0.056,1,1
10071,3.6,0.709,0.661,14,0
10072,10.6,0.946,1.697,9,0
10073,3.1,1.993,2.454,11,0
10074,13.3,1.98,0.85,13,0
10075,3.4,0.608,1.701,4,0
10076,5.2,1.607,1.584,10,0
10077,6.7,1.826,1.222,4,0
10078,15.5,1.17,2.405,13,0
10079,5.0,2.68,1.148,14,0
10080,17.2,0.903,0.597,8,0
10081,4.4,1.135,2.421,10,0
10082,2.6,0.892,1.931,3,0
10083,9.1,0.791,1.119,9,0
10084,19.6,2.697,0.989,11,0
10085,4.0,1.195,2.349,8,0
10086,3.8,2.306,0.974,8,0
10087,184.9,0.052,0.071,2,1
10088,7.6,2.09,0.851,4,0
10089,14.9,2.82,2.49,6,0
10090,5.6,2.612,2.016,13,0
10091,10.3,0.672,1.592,10,0
10092,6.8,2.613,1.966,7,0
10093,10.1,1.63,2.324,11,0
10094,15.8,1.375,2.423,5,0
10095,264.1,0.025,0.042,1,1
10096,11.3,2.876,2.183,8,0
10097,18.7,0.735,1.235,5,0
10098,92.0,0.041,0.025,2,1
10099,6.3,1.009,2.097,3,0
10100,13.0,1.45,1.995,7,0
10101,13.2,2.685,2.292,4,0
10102,2.8,1.864,0.679,10,0
10103,12.9,0.669,1.851,9,0
10104,8.7,1.77,1.76,9,0
10105,15.5,2.474,2.077,12,0
10106,16.5,1.822,0.452,6,0
10107,118.2,0.026,0.068,2,1
10108,2.0,1.613,1.085,5,0
10109,13.5,2.811,1.843,12,0
10110,98.5,0.07,0.032,1,1
10111,6.5,2.325,1.324,5,0
10112,10.4,2.465,1.967,5,0
10113,19.4,0.727,2.419,3,0
10114,7.4,1.954,1.079,3,0
10115,6.0,1.44,1.972,10,0
10116,5.8,0.848,1.061,10,0
10117,213.4,0.034,0.052,2,1
10118,85.2,0.072,0.015,1,1
10119,248.1,0.033,0.06,2,1
10120,112.6,0.023,0.042,1,1
10121,13.5,1.212,1.442,4,0
10122,13.2,0.622,0.96,3,0
10123,113.9,0.05,0.04,1,1
10124,4.9,2.415,1.702,12,0
10125,120.3,0.049,0.075,2,1
10126,9.7,0.781,1.758,8,0
10127,2.3,2.3,2.255,14,0
10128,11.7,1.984,0.786,10,0
10129,236.6,0.053,0.044,2,1
10130,8.3,1.075,1.212,10,0
10131,19.4,2.509,1.586,6,0
10132,3.7,1.7,1.0,5,0
10133,15.2,2.026,1.847,14,0
10134,4.1,0.73,0.555,7,0
10135,6.9,1.013,2.06,10,0
10136,12.3,2.433,1.908,7,0
10137,12.7,1.06,0.849,12,0
10138,16.0,0.731,1.027,9,0
10139,13.1,1.993,2.095,6,0
10140,12.7,1.87,2.024,4,0
10141,18.4,2.02,2.109,11,0
10142,281.1,0.031,0.011,2,1
10143,6.1,1.75,2.436,12,0
10144,4.9,1.734,1.902,4,0
10145,9.2,2.81,0.537,4,0
10146,14.8,1.835,1.403,10,0
10147,2.8,2.043,1.796,12,0
10148,4.3,1.167,0.754,8,0
10149,3.9,2.678,2.294,7,0
10150,12.5,0.561,1.984,5,0
10151,6.4,1.893,0.571,9,0
10152,5.0,1.46,2.318,10,0
10153,12.7,2.01,1.249,11,0
10154,15.7,1.4,1.35,13,0
10155,8.0,2.294,2.045,4,0
10156,276.9,0.032,0.077,1,1
10157,3.8,1.515,1.319,7,0
10158,18.8,2.578,0.945,3,0
10159,8.1,1.126,1.485,12,0
10160,75.3,0.027,0.011,1,1
10161,19.6,1.741,1.725,9,0
10162,16.0,2.941,1.671,12,0
10163,2.4,0.66,1.696,14,0
10164,115.6,0.075,0.048,1,1
10165,218.0,0.058,0.054,1,1
10166,204.6,0.063,0.073,2,1
10167,16.2,1.526,0.733,6,0
10168,19.5,2.576,1.675,7,0
10169,13.0,0.997,0.499,7,0
10170,11.4,2.298,0.537,7,0
10171,137.5,0.024,0.058,1,1
10172,9.0,2.762,0.808,3,0
10173,10.4,2.932,1.186,9,0
10174,13.4,1.712,1.18,14,0
10175,18.8,1.962,0.645,6,0
10176,12.7,2.365,0.918,7,0
10177,17.4,1.297,0.41,10,0
10178,17.5,1.067,1.137,10,0
10179,11.3,2.912,2.073,14,0
10180,8.3,1.582,0.959,7,0
10181,13.5,0.504,1.751,13,0
10182,10.0,2.594,0.606,5,0
10183,3.5,1.999,0.426,12,0
10184,8.8,0.921,1.447,10,0
10185,19.9,0.575,1.369,4,0
10186,2.9,1.229,0.802,14,0
10187,14.5,2.82,1.002,11,0
10188,265.7,0.056,0.067,2,1
10189,82.6,0.063,0.064,1,1
10190,209.8,0.034,0.025,2,1
10191,14.7,1.605,0.861,6,0
10192,118.3,0.021,0.059,1,1
10193,181.8,0.059,0.055,1,1
10194,146.9,0.053,0.027,2,1
10195,9.8,1.234,0.952,8,0
10196,14.0,0.653,0.952,12,0
10197,294.9,0.05,0.019,2,1
10198,3.0,1.227,2.363,11,0
10199,19.1,2.941,2.215,10,0
10200,171.7,0.023,0.063,2,1
10201,4.7,2.569,1.335,8,0
10202,19.7,1.081,1.501,7,0
10203,15.3,1.604,1.404,13,0
10204,294.0,0.028,0.078,1,1
10205,13.0,1.467,1.426,5,0
10206,3.9,0.612,0.797,10,0
10207,12.1,1.836,0.646,8,0
10208,3.3,0.682,2.328,12,0
10209,11.8,2.505,0.502,13,0
10210,113.8,0.054,0.062,1,1
10211,242.0,0.053,0.062,2,1
10212,15.1,2.118,1.25,5,0
10213,6.5,1.083,0.793,8,0
10214,18.0,1.163,1.052,3,0
10215,12.3,1.285,1.513,13,0
10216,12.9,2.493,1.779,7,0
10217,229.3,0.049,0.022,2,1
10218,261.9,0.064,0.027,2,1
10219,18.8,1.001,1.185,12,0
10220,15.9,1.213,2.013,14,0
10221,18.9,1.089,2.343,6,0
10222,7.4,2.113,2.32,4,0
10223,17.5,1.817,1.558,3,0
10224,223.4,0.067,0.051,2,1
10225,220.6,0.029,0.012,1,1
10226,14.0,0.523,1.246,9,0
10227,215.2,0.021,0.057,1,1
10228,7.2,0.787,1.444,9,0
10229,2.5,1.116,1.717,3,0
10230,5.6,1.264,2.171,12,0
10231,9.2,2.367,0.485,14,0
10232,296.3,0.024,0.02,2,1
10233,5.5,0.961,1.095,9,0
10234,9.0,1.995,0.498,12,0
10235,19.3,2.27,2.154,12,0
10236,15.8,1.472,2.362,11,0
10237,7.8,1.115,2.014,8,0
10238,19.1,2.197,2.089,10,0
10239,13.6,2.027,2.23,11,0
10240,10.2,0.695,1.497,9,0
10241,10.4,2.167,1.829,11,0
10242,9.4,1.721,1.002,13,0
10243,6.2,2.383,0.924,12,0
10244,9.0,0.977,1.679,6,0
10245,107.0,0.03,0.039,2,1
10246,11.5,1.858,1.234,11,0
10247,15.7,1.704,1.241,4,0
10248,8.5,1.466,2.404,13,0
10249,14.9,2.365,1.489,11,0
10250,12.4,1.912,2.471,5,0
10251,19.3,2.276,2.212,13,0
10252,8.9,0.883,1.743,9,0
10253,18.2,2.322,0.419,13,0
10254,16.8,1.654,1.021,14,0
10255,13.5,0.584,1.277,5,0
10256,13.8,1.086,1.771,14,0
10257,3.5,0.564,1.231,13,0
10258,19.1,1.642,2.138,7,0
10259,3.9,1.315,1.792,14,0
10260,12.1,2.969,1.129,4,0
10261,7.9,2.671,2.047,12,0
10262,9.7,2.564,1.036,12,0
10263,13.0,1.753,0.532,5,0
10264,57.5,0.076,0.032,2,1
10265,10.2,1.167,0.406,6,0
10266,19.8,1.902,2.148,12,0
10267,12.7,1.482,1.717,14,0
10268,4.9,0.928,1.598,14,0
10269,5.4,0.682,1.79,8,0
10270,14.9,1.896,1.773,13,0
10271,2.9,0.744,1.588,8,0
10272,10.6,2.295,2.169,5,0
10273,4.7,2.804,1.326,5,0
10274,9.8,0.905,2.09,11,0
10275,15.5,1.677,2.052,12,0
10276,10.3,2.347,0.819,4,0
10277,4.9,1.217,1.353,6,0
10278,6.5,2.802,2.153,7,0
10279,8.6,2.721,2.145,10,0
10280,3.3,0.759,0.45,10,0
10281,219.5,0.02,0.017,1,1
10282,12.9,2.941,1.29,4,0
10283,3.1,2.891,0.499,12,0
10284,93.1,0.072,0.051,2,1
10285,9.5,0.626,0.942,3,0
10286,8.0,2.047,0.851,9,0
10287,219.8,0.024,0.035,1,1
10288,8.2,2.842,2.107,3,0
10289,9.5,2.487,0.913,13,0
10290,16.4,2.124,1.622,5,0
10291,4.9,1.211,1.571,11,0
10292,13.1,2.253,2.118,8,0
10293,11.1,1.223,1.227,10,0
10294,129.9,0.034,0.013,2,1
10295,60.8,0.019,0.041,2,1
10296,242.4,0.017,0.051,1,1
10297,62.9,0.017,0.019,2,1
10298,106.0,0.034,0.051,2,1
10299,16.4,1.386,0.434,7,0
10300,19.5,1.624,0.784,9,0
10301,13.3,1.676,0.813,11,0
10302,134.1,0.047,0.031,1,1
10303,2.0,2.358,0.951,9,0
10304,11.5,1.805,1.11,6,0
10305,5.9,2.785,1.984,13,0
10306,3.7,2.126,1.89,3,0
10307,11.6,1.03,0.619,3,0
10308,15.4,0.912,2.452,14,0
10309,9.4,1.431,1.979,7,0
10310,14.1,1.367,0.743,9,0
10311,10.8,1.518,0.661,13,0
10312,9.9,0.959,0.584,14,0
10313,7.2,2.946,1.937,10,0
10314,8.9,0.864,0.896,9,0
10315,8.3,2.132,0.553,6,0
10316,83.2,0.024,0.028,1,1
10317,4.1,1.517,1.888,9,0
10318,3.7,1.273,1.04,8,0
10319,13.9,1.455,1.414,10,0
10320,11.8,1.745,0.805,11,0
10321,278.4,0.075,0.066,2,1
10322,4.7,1.959,1.154,4,0
10323,9.4,2.077,1.311,10,0
10324,16.2,2.611,1.378,9,0
10325,205.5,0.051,0.043,2,1
10326,14.6,2.343,0.596,5,0
10327,3.1,0.697,0.947,9,0
10328,14.1,2.903,0.643,6,0
10329,268.8,0.072,0.036,1,1
10330,7.7,2.279,0.452,12,0
10331,5.5,1.794,1.137,4,0
10332,16.0,1.127,0.848,3,0
10333,13.7,2.391,2.274,10,0
10334,13.0,2.695,2.202,7,0
10335,14.0,2.163,1.031,12,0
10336,6.3,2.073,1.399,6,0
10337,220.5,0.02,0.067,1,1
10338,13.4,1.394,1.501,7,0
10339,13.5,2.308,2.182,12,0
10340,16.3,0.542,2.135,4,0
10341,7.2,2.103,2.377,11,0
10342,298.0,0.02,0.074,1,1
10343,9.9,1.337,0.491,9,0
10344,14.1,0.69,0.618,11,0
10345,181.3,0.069,0.032,2,1
10346,19.1,0.855,1.514,9,0
10347,63.4,0.05,0.014,2,1
10348,14.2,2.268,0.922,14,0
10349,90.2,0.076,0.048,2,1
10350,5.1,2.656,1.115,10,0
10351,3.2,1.826,1.668,9,0
10352,197.1,0.02,0.06,1,1
10353,4.8,2.621,1.304,13,0
10354,5.4,1.908,0.806,13,0
10355,19.6,1.947,2.208,10,0
10356,136.9,0.012,0.051,2,1
10357,6.5,1.432,2.142,4,0
10358,78.2,0.074,0.058,1,1
10359,11.6,1.412,1.599,10,0
10360,17.2,1.359,1.722,6,0
10361,109.5,0.059,0.055,1,1
10362,17.0,1.341,2.167,5,0
10363,5.8,1.141,0.954,8,0
10364,13.5,1.385,1.576,4,0
10365,2.7,1.977,0.404,13,0
10366,3.2,2.777,2.374,5,0
10367,168.6,0.067,0.077,2,1
10368,2.4,2.606,1.892,12,0
10369,12.4,2.648,1.289,7,0
10370,17.1,2.801,0.775,5,0
10371,8.8,1.088,1.434,13,0
10372,2.8,1.646,2.062,9,0
10373,179.5,0.031,0.071,1,1
10374,18.7,1.455,1.508,7,0
10375,14.9,2.131,2.184,4,0
10376,12.4,1.505,1.058,4,0
10377,6.1,2.041,2.206,14,0
10378,283.6,0.01,0.019,1,1
10379,14.5,1.278,0.405,12,0
10380,6.2,1.383,1.937,14,0
10381,17.4,2.509,2.243,11,0
10382,10.4,2.003,1.417,13,0
10383,11.6,2.935,1.355,4,0
10384,15.6,2.582,2.091,7,0
10385,72.7,0.044,0.042,2,1
10386,139.5,0.079,0.042,2,1
10387,18.9,2.185,1.126,14,0
10388,19.7,2.317,1.649,6,0
10389,19.0,1.66,2.128,9,0
10390,176.5,0.074,0.042,1,1
10391,78.3,0.015,0.075,1,1
10392,13.9,1.135,1.601,4,0
10393,3.9,2.85,1.149,4,0
10394,6.9,2.072,0.803,11,0
10395,2.1,1.23,0.54,3,0
10396,4.5,1.039,1.681,8,0
10397,9.9,2.292,1.196,9,0
10398,4.6,2.269,2.254,11,0
10399,18.2,1.993,0.868,5,0
10400,16.5,2.036,1.052,11,0
10401,3.3,2.01,2.438,9,0
10402,6.5,1.4,1.568,7,0
10403,16.7,2.844,1.128,14,0
10404,16.5,1.698,2.208,7,0
10405,19.0,0.551,1.961,9,0
10406,20.0,1.371,1.604,12,0
10407,19.6,0.826,2.267,8,0
10408,9.4,1.408,0.597,10,0
10409,6.5,2.021,1.228,12,0
10410,15.7,0.557,2.102,12,0
10411,7.4,2.676,1.21,11,0
10412,16.5,2.026,2.346,8,0
10413,11.6,1.238,0.72,5,0
10414,16.3,1.278,1.107,14,0
10415,7.0,1.664,1.294,11,0
10416,11.1,1.12,1.843,4,0
10417,12.2,0.511,0.81,7,0
10418,19.0,0.566,0.421,12,0
10419,6.8,1.394,2.451,6,0
10420,222.0,0.023,0.033,2,1
10421,16.5,0.556,1.03,8,0
10422,15.2,2.648,1.415,14,0
10423,16.2,1.185,1.427,12,0
10424,178.8,0.032,0.053,2,1
10425,6.4,0.949,1.654,4,0
10426,5.4,0.617,2.136,5,0
10427,164.9,0.068,0.073,2,1
10428,15.1,0.812,1.589,11,0
10429,214.0,0.068,0.014,2,1
10430,122.0,0.023,0.071,2,1
10431,10.1,0.534,2.187,14,0
10432,4.9,1.591,1.626,5,0
10433,11.6,1.222,2.281,12,0
10434,7.1,1.299,2.28,6,0
10435,3.7,0.51,1.184,9,0
10436,10.4,2.911,1.341,13,0
10437,12.6,1.792,1.824,3,0
10438,2.8,1.931,0.633,6,0
10439,9.2,2.165,1.378,3,0
10440,6.6,2.494,0.714,7,0
10441,2.6,2.02,2.181,14,0
10442,4.3,2.405,2.38,14,0
10443,4.5,1.622,0.697,4,0
10444,5.3,1.428,1.801,11,0
10445,16.5,2.558,1.737,5,0
10446,134.8,0.047,0.064,1,1
10447,4.6,0.845,1.861,14,0
10448,3.8,1.857,0.856,10,0
10449,7.4,2.209,1.012,10,0
10450,16.4,0.709,0.747,11,0
10451,8.6,2.824,2.334,14,0
10452,4.9,1.8,1.496,5,0
10453,9.3,2.114,2.45,5,0
10454,90.7,0.045,0.025,1,1
10455,2.5,1.161,1.561,8,0
10456,13.3,0.803,2.058,9,0
10457,180.9,0.039,0.033,1,1
10458,2.2,1.731,0.885,14,0
10459,14.1,2.584,1.005,3,0
10460,14.8,1.834,0.605,4,0
10461,13.3,1.111,2.091,5,0
10462,8.2,0.612,2.067,3,0
10463,11.5,2.055,0.571,5,0
10464,143.1,0.048,0.032,2,1
10465,115.1,0.03,0.025,2,1
10466,81.2,0.047,0.055,2,1
10467,55.8,0.058,0.079,1,1
10468,13.6,0.531,2.464,13,0
10469,14.4,2.444,2.005,8,0
10470,8.7,0.987,0.638,11,0
10471,17.8,1.964,1.016,3,0
10472,98.3,0.014,0.022,1,1
10473,5.2,1.929,1.062,10,0
10474,111.9,0.078,0.026,2,1
10475,171.4,0.022,0.03,1,1
10476,110.2,0.035,0.076,1,1
10477,254.4,0.043,0.054,2,1
10478,11.1,2.144,0.968,7,0
10479,9.2,2.879,1.078,5,0
10480,18.5,2.443,2.038,12,0
10481,6.2,1.673,2.22,4,0
10482,6.6,0.64,0.478,14,0
10483,168.5,0.013,0.025,2,1
10484,206.0,0.048,0.066,1,1
10485,18.9,2.94,1.948,11,0
10486,6.0,1.497,1.857,7,0
10487,17.5,2.609,2.243,11,0
10488,6.6,2.263,0.565,14,0
10489,19.5,2.014,1.216,3,0
10490,12.8,2.87,2.042,6,0
10491,2.1,1.076,2.178,3,0
10492,2.6,1.637,0.956,7,0
10493,4.7,2.662,1.629,14,0
10494,5.4,1.879,0.78,13,0
10495,15.8,1.116,2.187,7,0
10496,6.0,1.022,1.934,9,0
10497,19.4,2.382,0.866,9,0
10498,102.0,0.071,0.075,1,1
10499,14.5,2.785,1.47,8,0
10500,5.9,0.546,0.944,12,0
10501,18.1,2.077,2.276,5,0
10502,14.0,2.012,0.71,11,0
10503,154.0,0.073,0.038,1,1
10504,19.2,1.686,1.624,11,0
10505,4.3,2.631,2.129,7,0
10506,3.7,2.148,0.715,5,0
10507,16.5,2.455,1.679,9,0
10508,17.6,0.789,0.414,11,0
10509,12.5,0.625,2.127,3,0
10510,8.6,0.571,0.893,5,0
10511,13.7,0.868,1.914,9,0
10512,7.5,2.168,1.664,11,0
10513,6.3,1.735,0.505,6,0
10514,10.8,2.381,0.785,7,0
10515,5.9,0.979,0.962,10,0
10516,10.7,1.417,2.262,6,0
10517,19.2,2.721,1.41,4,0
10518,17.1,2.839,2.318,9,0
10519,18.9,2.804,0.5,4,0
10520,16.5,2.546,0.414,8,0
10521,8.4,2.221,2.391,9,0
10522,200.7,0.033,0.022,2,1
10523,18.6,2.285,2.045,7,0
10524,19.0,2.885,2.323,3,0
10525,14.3,0.562,2.468,5,0
10526,127.8,0.049,0.032,2,1
10527,2.7,1.889,0.732,11,0
10528,134.0,0.064,0.025,2,1
10529,251.9,0.028,0.024,2,1
10530,10.3,2.63,1.147,7,0
10531,259.3,0.047,0.022,1,1
10532,10.4,2.957,2.196,6,0
10533,183.2,0.036,0.071,2,1
10534,2.4,1.531,0.537,4,0
10535,6.5,1.33,1.336,7,0
10536,9.9,1.79,0.542,5,0
10537,13.4,2.084,1.406,10,0
10538,5.1,2.154,0.861,12,0
10539,15.8,0.503,0.403,13,0
10540,8.6,0.722,2.108,3,0
10541,16.7,0.588,2.436,6,0
10542,3.8,2.661,2.425,14,0
10543,14.2,1.283,1.028,13,0
10544,7.3,1.418,2.14,11,0
10545,16.3,1.626,1.825,14,0
10546,9.2,2.623,2.08,3,0
10547,14.0,0.535,2.177,8,0
10548,18.8,0.797,2.459,8,0
10549,274.1,0.036,0.016,2,1
10550,2.2,2.91,2.016,4,0
10551,234.2,0.017,0.039,1,1
10552,13.6,1.153,1.004,3,0
10553,7.3,1.8,1.224,12,0
10554,10.9,2.937,0.771,7,0
10555,63.8,0.038,0.011,2,1
10556,5.5,1.434,2.247,7,0
10557,9.6,1.459,1.689,13,0
10558,17.0,2.918,1.474,12,0
10559,10.6,2.297,0.889,9,0
10560,189.9,0.021,0.031,2,1
10561,17.7,1.08,0.417,6,0
10562,7.6,1.899,1.372,6,0
10563,14.6,1.392,2.207,13,0
10564,17.5,1.101,1.699,13,0
10565,5.6,2.739,1.734,9,0
10566,8.4,1.458,0.548,11,0
10567,224.4,0.031,0.059,1,1
10568,19.7,2.829,1.815,10,0
10569,185.2,0.033,0.024,2,1
10570,3.2,2.364,1.095,9,0
10571,6.9,2.132,1.143,11,0
10572,9.2,2.801,1.447,8,0
10573,9.9,2.58,1.161,13,0
10574,13.1,2.263,1.354,11,0
10575,18.2,1.286,1.549,5,0
10576,7.9,1.739,0.67,6,0
10577,17.3,2.861,0.779,11,0
10578,3.7,0.558,2.148,4,0
10579,2.8,2.486,1.366,14,0
10580,11.1,1.13,1.146,4,0
10581,3.1,0.963,1.311,12,0
10582,9.1,1.081,0.767,10,0
10583,18.1,0.649,0.904,13,0
10584,258.0,0.04,0.08,2,1
10585,125.2,0.074,0.013,2,1
10586,7.4,1.803,1.398,7,0
10587,2.8,2.288,0.714,4,0
10588,12.0,1.891,0.729,3,0
10589,17.0,2.529,1.206,5,0
